Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID
43,No,Travel_Rarely,1473,Research and Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522.0,2227,4,Yes,14,3,4,0,8.0,3,3,5.0,2,0,2,100397
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1,Yes,11,3,2,0,5.0,3,3,5.0,4,1,3,100398
37,No,Non-Travel,1063,Research and Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449.0,23866,3,Yes,15,3,1,2,15.0,2,3,13.0,11,10,7,100399
31,No,Travel_Rarely,329,Research and Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1,No,12,3,3,1,4.0,3,3,4.0,2,3,2,100400
39,No,Travel_Frequently,1218,Research and Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,16790.5,8213,1,Yes,14,3,3,1,21.0,3,3,21.0,8,1,6,100401
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212.0,18256,9,No,11,3,4,3,36.0,0,2,7.0,7,7,7,100402
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577.0,19558,0,No,11,3,2,0,6.0,6,3,5.0,4,4,4,100403
41,No,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1,No,16,3,3,1,10.0,2,3,10.0,7,0,7,100404
78,No,Travel_Rarely,1300,Research and Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1,No,12,3,4,1,10.0,2,3,10.0,0,1,8,100405
25,Yes,Travel_Rarely,688,Research and Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5,No,13,3,3,1,6.0,5,3,2.0,2,0,2,100406
52,No,Travel_Rarely,319,Research and Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,19609,2,Yes,14,3,3,0,28.0,4,3,5.0,4,0,4,100407
45,No,Travel_Rarely,192,Research and Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654.0,9655,3,No,21,4,4,2,8.0,3,2,2.0,2,0,2,100408
52,No,Travel_Rarely,1490,Research and Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2,No,13,3,4,0,31.0,2,1,5.0,2,1,4,100409
42,No,Travel_Frequently,532,Research and Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556.0,12932,2,No,11,3,2,1,19.0,3,3,5.0,4,0,2,100410
30,No,Travel_Rarely,317,Research and Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091.0,24793,2,No,20,4,3,0,11.0,2,3,5.0,4,0,2,100411
60,No,Travel_Rarely,422,Research and Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,16790.5,3854,5,No,11,3,4,0,33.0,5,1,29.0,8,11,10,100412
46,No,Travel_Rarely,1485,Research and Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2,No,14,3,3,1,19.0,5,2,10.0,7,0,8,100413
42,No,Travel_Frequently,1368,Research and Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523.0,4386,0,No,11,3,4,3,7.0,4,4,6.0,5,0,4,100414
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202.0,21972,1,Yes,16,3,2,0,6.0,4,3,5.0,3,1,4,100415
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351.0,12253,0,No,16,3,4,1,3.0,3,2,2.0,2,1,0,100416
38,No,Travel_Frequently,1490,Research and Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,4945.5,12106,1,Yes,23,4,3,1,1.0,3,3,1.0,0,0,0,100417
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,16790.5,13022,0,No,14,3,4,0,21.0,2,3,20.0,15,1,12,100418
26,No,Travel_Rarely,1349,Research and Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886.0,3032,1,No,22,4,2,2,3.0,3,1,3.0,2,0,2,100419
30,No,Non-Travel,1400,Research and Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4,No,15,3,3,1,9.0,3,1,5.0,3,1,4,100420
29,No,Travel_Rarely,986,Research and Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935.0,21526,1,No,18,3,3,0,10.0,2,3,10.0,2,0,7,100421
29,Yes,Travel_Rarely,408,Research and Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546.0,18300,5,No,16,3,2,0,6.0,2,4,2.0,2,1,1,100422
36,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564.0,18437,1,No,12,3,3,0,1.0,3,4,1.0,0,0,0,100423
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412.0,2890,0,No,11,3,3,0,10.0,3,3,9.0,8,7,8,100424
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118.0,22102,3,No,12,3,3,1,32.0,3,2,1.0,0,0,0,100425
50,No,Travel_Rarely,1099,Research and Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,16790.5,9314,0,No,15,3,2,1,28.0,2,3,27.0,10,15,7,100426
30,No,Non-Travel,1116,Research and Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564.0,7181,0,No,14,3,3,0,12.0,2,2,11.0,7,6,7,100427
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,4945.5,2845,4,No,19,3,4,0,22.0,5,4,18.0,13,13,11,101262
47,No,Travel_Rarely,983,Research and Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5,No,13,3,3,3,20.0,2,3,5.0,0,0,4,100429
46,No,Travel_Rarely,1009,Research and Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,16790.5,2288,6,No,13,3,3,0,26.0,2,1,5.0,2,0,1,100430
35,No,Travel_Rarely,144,Research and Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230.0,19225,0,No,15,3,3,0,6.0,2,3,5.0,4,4,3,100431
54,No,Travel_Rarely,548,Research and Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7,No,11,3,3,0,19.0,3,3,1.0,0,0,0,100432
34,No,Travel_Rarely,1303,Research and Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768.0,8416,3,No,12,3,3,1,14.0,3,3,7.0,3,5,7,100433
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2,Yes,19,3,3,1,15.0,3,3,3.0,2,1,2,100434
31,No,Travel_Rarely,1274,Research and Development,9,1,Life Sciences,581,3,Male,33,3,3,nan,2,Divorced,10648.0,14394,1,No,25,4,4,1,13.0,6,4,13.0,8,0,8,100435
33,Yes,Travel_Rarely,1277,Research and Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7,Yes,12,3,4,0,15.0,2,4,7.0,6,7,7,100436
33,Yes,Travel_Rarely,587,Research and Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7,No,13,3,1,3,8.0,2,3,5.0,3,1,3,100437
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0,No,14,3,1,0,4.0,3,3,3.0,2,1,2,100438
35,No,Travel_Rarely,1276,Research and Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4,Yes,12,3,3,0,10.0,2,3,8.0,7,0,0,100439
31,Yes,Travel_Frequently,534,Research and Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824.0,22908,3,No,12,3,1,0,12.0,2,3,1.0,0,0,0,100440
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950.0,11533,9,Yes,15,3,3,3,11.0,2,3,3.0,2,0,2,100441
42,No,Travel_Frequently,1474,Research and Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093.0,9260,4,No,17,3,4,1,8.0,4,3,2.0,2,2,0,100442
36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980.0,15318,1,No,14,3,4,0,10.0,3,2,10.0,3,9,7,100443
22,Yes,Travel_Frequently,1368,Research and Development,4,1,Life Sciences,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5,No,16,3,3,0,4.0,3,3,2.0,2,1,2,100444
48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051.0,19658,2,No,14,3,1,1,14.0,2,3,9.0,7,6,7,100445
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,4945.5,9873,3,No,23,4,4,0,37.0,2,3,10.0,9,7,7,100446
41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230.0,13430,7,No,14,3,4,0,16.0,3,3,14.0,3,1,10,100447
35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4945.5,18659,9,No,11,3,3,0,15.0,2,3,11.0,9,6,9,100448
40,No,Travel_Rarely,302,Research and Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237.0,20364,7,No,15,3,3,0,22.0,3,3,20.0,6,5,13,100449
39,No,Travel_Frequently,443,Research and Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,No,11,3,1,1,8.0,3,3,5.0,3,0,7,100450
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582.0,8346,4,Yes,13,3,3,0,10.0,2,4,6.0,5,0,5,100451
42,No,Travel_Rarely,319,Research and Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406.0,6950,1,Yes,21,4,4,1,10.0,5,2,10.0,9,5,8,100452
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805.0,16177,0,No,19,3,2,1,9.0,3,4,8.0,7,3,7,100453
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741.0,22808,0,Yes,11,3,2,1,8.0,2,2,7.0,7,1,0,100454
29,No,Travel_Rarely,232,Research and Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4945.5,22645,4,No,12,3,2,2,8.0,2,4,3.0,2,1,2,100455
33,No,Travel_Rarely,922,Research and Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184.0,22578,4,No,19,3,3,1,10.0,2,3,6.0,1,0,5,100456
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557.0,25291,9,No,21,4,3,1,10.0,3,2,5.0,4,0,1,100457
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1878.0,8059,1,Yes,14,3,4,0,0.0,3,3,0.0,0,0,0,100458
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3,No,15,3,3,1,20.0,2,3,1.0,0,0,1,100459
41,No,Non-Travel,509,Research and Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811.0,2112,2,Yes,17,3,1,0,10.0,3,3,5.0,7,0,7,100460
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4945.5,4267,5,No,12,3,1,2,8.0,5,3,0.0,0,0,0,100461
36,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4945.5,6698,1,No,16,3,4,0,5.0,3,3,5.0,4,0,3,100462
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337.0,19921,1,No,12,3,4,0,10.0,3,3,10.0,7,5,7,100463
26,Yes,Travel_Rarely,471,Research and Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340.0,23213,1,Yes,18,3,2,0,1.0,3,1,1.0,0,0,0,100464
37,No,Travel_Rarely,799,Research and Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,23848,4,No,17,3,4,0,12.0,3,4,6.0,5,1,2,100465
46,No,Travel_Frequently,1034,Research and Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,4945.5,8984,5,No,11,3,4,0,28.0,3,2,2.0,2,1,2,100466
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595.0,5626,7,No,16,3,2,1,22.0,2,3,18.0,16,11,8,100467
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834.0,24666,1,No,13,3,4,1,9.0,6,3,9.0,5,7,7,100468
52,No,Travel_Rarely,956,Research and Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3,Yes,12,3,2,2,18.0,3,3,10.0,9,6,9,100469
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707.0,23914,8,No,12,3,4,0,10.0,2,3,4.0,2,1,2,100470
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,2400.0,5530,0,No,13,3,3,2,3.0,3,3,2.0,2,2,1,100471
38,No,Travel_Rarely,1495,Research and Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3,No,19,3,3,1,18.0,4,3,1.0,0,0,0,100472
37,No,Travel_Rarely,446,Research and Development,32,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,15701,6,No,12,3,2,1,8.0,2,2,6.0,5,4,3,100473
49,No,Travel_Rarely,1245,Research and Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,16790.5,2125,1,Yes,17,3,3,1,31.0,5,3,31.0,9,0,9,100474
24,No,Travel_Rarely,691,Research and Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725.0,21630,1,Yes,11,3,2,2,10.0,3,3,6.0,5,1,4,100475
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1,No,20,4,4,2,6.0,5,4,5.0,3,1,4,100476
24,No,Travel_Rarely,823,Research and Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127.0,9100,1,No,21,4,4,1,1.0,2,3,1.0,0,0,0,100477
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,16790.5,7999,1,No,11,3,3,1,32.0,2,3,32.0,5,10,7,100478
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096.0,26376,1,No,11,3,3,0,7.0,1,3,7.0,4,0,6,100479
24,Yes,Travel_Frequently,1287,Research and Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886.0,14168,1,Yes,16,3,4,1,6.0,4,3,6.0,3,1,2,100480
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033.0,14470,1,No,18,3,3,1,1.0,2,4,1.0,0,0,0,100481
34,No,Travel_Rarely,254,Research and Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622.0,22794,1,Yes,13,3,4,1,6.0,3,3,6.0,5,1,3,100482
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233.0,11512,2,No,17,3,3,0,9.0,2,1,5.0,1,1,2,100483
35,No,Travel_Rarely,538,Research and Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,4945.5,14004,4,No,14,3,4,0,9.0,3,3,3.0,2,0,2,100484
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460.0,6219,4,No,22,4,4,2,13.0,4,4,7.0,7,5,7,100485
27,No,Travel_Rarely,798,Research and Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187.0,5013,0,No,12,3,3,2,6.0,5,2,5.0,3,0,3,100486
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602.0,3010,4,Yes,11,3,3,1,17.0,3,2,3.0,0,1,0,100487
20,No,Travel_Rarely,959,Research and Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836.0,11757,1,No,13,3,4,0,1.0,0,4,1.0,0,0,0,100488
42,No,Travel_Rarely,622,Research and Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089.0,5718,1,No,13,3,2,2,10.0,4,3,10.0,2,2,2,100489
43,No,Travel_Rarely,782,Research and Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,16627.0,2671,4,Yes,14,3,3,1,21.0,3,2,1.0,0,0,0,100490
38,No,Travel_Rarely,362,Research and Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,4945.5,14561,3,No,17,3,4,0,10.0,3,2,0.0,0,0,0,100491
43,No,Travel_Frequently,1001,Research and Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3,Yes,13,3,2,1,10.0,3,3,8.0,7,4,7,100492
48,No,Travel_Rarely,1236,Research and Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402.0,17997,7,No,11,3,1,1,10.0,3,1,3.0,2,0,2,100493
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985.0,26894,4,No,11,3,2,0,10.0,1,4,2.0,2,0,2,100494
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579.0,2912,1,Yes,18,3,4,2,8.0,3,3,8.0,2,0,6,100495
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041.0,16346,0,No,11,3,2,1,5.0,3,3,4.0,3,0,2,100496
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,3447.0,24444,1,No,11,3,3,0,3.0,2,3,3.0,2,1,2,100497
44,No,Travel_Rarely,1315,Research and Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,16790.5,9358,4,Yes,12,3,1,1,26.0,2,4,2.0,2,0,1,100498
22,No,Travel_Rarely,604,Research and Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,2773.0,12145,0,No,20,4,4,0,3.0,3,3,2.0,2,2,2,100499
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104.0,20431,0,No,12,3,4,0,6.0,3,3,5.0,0,1,2,100500
32,No,Travel_Rarely,646,Research and Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,4945.5,18089,1,Yes,12,3,4,1,6.0,2,2,6.0,4,0,5,100501
30,No,Travel_Frequently,160,Research and Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,4945.5,22653,1,No,20,4,3,1,1.0,2,3,1.0,0,0,0,100502
36,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381.0,7507,7,No,20,4,4,0,18.0,2,4,14.0,7,8,10,100503
34,No,Travel_Rarely,1397,Research and Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691.0,7660,1,No,12,3,4,1,10.0,4,2,10.0,9,8,8,100504
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286.0,5630,2,No,14,3,4,2,5.0,4,3,1.0,1,0,0,100505
26,No,Travel_Rarely,991,Research and Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659.0,17759,1,Yes,13,3,3,1,3.0,2,3,3.0,2,0,2,100506
37,No,Travel_Rarely,482,Research and Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1,No,15,3,3,1,10.0,2,3,10.0,7,7,8,100507
29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,5561.0,3487,1,No,14,3,1,1,6.0,5,2,6.0,0,1,2,100508
35,No,Travel_Rarely,1017,Research and Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646.0,19368,1,No,13,3,2,0,17.0,3,3,5.0,11,11,8,100509
33,No,Travel_Frequently,1296,Research and Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,4945.5,5335,3,No,23,4,3,1,15.0,2,1,13.0,11,4,7,100510
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725.0,6729,2,No,15,3,3,1,16.0,1,4,9.0,7,7,1,100511
36,No,Travel_Rarely,913,Research and Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,Yes,11,3,3,1,13.0,2,3,3.0,2,0,2,100512
27,No,Travel_Rarely,1115,Research and Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,4945.5,15174,0,No,13,3,4,0,5.0,0,3,4.0,2,1,1,100513
20,Yes,Travel_Rarely,1362,Research and Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009.0,26999,1,Yes,11,3,4,0,1.0,5,3,1.0,0,1,1,100514
33,Yes,Travel_Frequently,1076,Research and Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,Yes,11,3,1,0,10.0,3,3,5.0,8,9,7,100515
35,No,Non-Travel,727,Research and Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,No,18,3,3,2,1.0,3,3,1.0,0,0,0,100516
23,No,Travel_Rarely,885,Research and Development,4,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,4945.5,8544,2,No,16,3,1,1,5.0,3,4,3.0,2,0,2,100517
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0,No,22,4,3,1,4.0,4,3,3.0,2,1,2,100518
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4945.5,7791,0,No,20,4,1,0,8.0,2,3,7.0,7,0,5,100519
29,No,Travel_Frequently,806,Research and Development,1,4,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,18959,1,No,18,3,4,1,10.0,5,3,10.0,7,2,8,100520
48,No,Travel_Rarely,817,Sales,2,1,Marketing,712,2,Male,56,4,2,Sales Executive,2,Married,8120.0,18597,3,No,12,3,4,0,10.0,3,3,2.0,2,2,2,100521
36,No,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647.0,16673,1,Yes,20,4,2,2,6.0,3,3,6.0,5,0,4,100522
37,No,Travel_Rarely,1225,Research and Development,10,2,Life Sciences,715,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3,No,17,3,1,0,4.0,2,3,1.0,0,0,0,100523
50,No,Travel_Rarely,1207,Research and Development,28,1,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1,Yes,11,3,3,3,20.0,3,3,20.0,8,3,8,100524
34,No,Travel_Rarely,1442,Research and Development,9,3,Medical,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,No,14,3,2,0,9.0,3,4,8.0,7,7,7,100525
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1,Female,65,3,2,Sales Executive,3,Single,4577.0,24785,9,No,14,3,1,0,4.0,3,3,2.0,2,2,0,100526
39,No,Travel_Rarely,408,Research and Development,2,4,Technical Degree,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553.0,20978,1,No,11,3,1,0,20.0,4,3,20.0,7,11,10,100527
32,No,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396.0,21703,1,No,12,3,4,0,10.0,2,2,10.0,7,0,8,100528
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2,Male,50,3,2,Sales Executive,3,Married,6796.0,23452,3,Yes,14,3,1,1,18.0,4,3,4.0,3,1,3,100529
38,No,Travel_Rarely,827,Research and Development,1,4,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,4945.5,19383,0,No,13,3,3,0,10.0,4,2,9.0,7,1,8,100530
27,No,Travel_Rarely,608,Research and Development,1,2,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412.0,6009,1,No,11,3,4,0,9.0,3,3,9.0,7,0,7,100531
32,No,Travel_Rarely,1018,Research and Development,3,2,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159.0,19373,3,No,15,3,4,0,10.0,6,3,7.0,7,7,7,100532
47,No,Travel_Rarely,703,Sales,14,4,Marketing,728,4,Male,42,3,2,Sales Executive,1,Single,4960.0,11825,2,No,12,3,4,0,20.0,2,3,7.0,7,1,7,100533
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475.0,23772,5,Yes,21,4,3,1,20.0,2,3,18.0,13,1,12,100534
53,No,Travel_Rarely,970,Research and Development,7,3,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814.0,13514,3,No,19,3,3,0,32.0,3,3,5.0,1,1,3,100535
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2,Male,73,2,5,Manager,4,Divorced,16790.5,8861,3,No,15,3,2,3,23.0,2,2,21.0,6,12,6,100536
